Districtwise IPC Crimes - 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. No,,DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other IPC Crimes,Total Cognizable IPC crimes,
,,,Murder (Sec.302 IPC),,,Abetment of Suicide (Sec.305/306 IPC),Attempt to Commit Murder (Sec.307 IPC),Attempt to Commit Suicide (Sec.309 IPC),,,,,,,Human Trafficking (U/S 370),Rape (Sec.376 IPC),,Extortion & Blackmailing (Sec.384 to 389 IPC),Robbery  (Sec.392/394/397 IPC),Offences against Property (Total),,,Offences relating to Adulteration or Sale of Food/Drugs (Sec.272/273/274/275/276 IPC),Offences relating to Religion (Sec.295 to 297),Cheating by Impersonation (Sec.419 IPC),Offences related to Mischief (Sec.428 to 433),Cruelty by Husband or his Relatives (Sec.498-A IPC),Circulate False/Fake News/Rumours (Sec.505 IPC/Sec.505 r/w IT Act),Criminal Intimidation (Sec.506 r/w Other IPC Crimes),Insult to the Modesty of Women (Sec.509 IPC),,,
,             STATE / UT,,,Causing Death by Negligence (Sec.304-A IPC) (Col.6+Col 9 to 12),,,,,,"Assault on Women 
(Sec.354 IPC)",,Assault or use of Criminal Force on women with intent to Disrobe (Sec.354B IPC),cyber crime(Sec.354D IPC),"Kidnapping and Abduction (Total) (Col.46+ Col.49 to Col.55)
",,,"Theft (Total) (Col.92+Col.93)
",,,, Cheating (Sec.420 IPC), Forgery,,,,,,,,,,,
,,,,,Hit and Run,,,,Acid Attack (Sec.326A IPC),,Sexual Harassment (Sec.354A IPC+AJ4+AK5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Rajasthan,Pratapgarh,40,114,114,10,23,0,0,127,24,71,7,193,0,171,245,8,21,344,171,28,0,0,0,0,248,1,1,1,353,2623,
37,Rajasthan,Rajsamand,37,217,0,4,34,0,0,104,22,17,4,164,0,70,421,40,27,668,313,33,0,3,0,0,311,0,0,1,7,3508,
38,Rajasthan,Sawai Madhopur,35,173,0,2,50,0,0,56,20,63,12,198,0,104,728,31,35,902,310,227,0,0,0,0,326,0,0,0,2022,5014,
39,Rajasthan,Sikar,61,442,0,6,132,0,1,79,9,6,51,278,1,135,1397,46,30,1785,740,427,0,0,0,0,732,0,0,0,3229,9397,
40,Rajasthan,Sirohi,44,212,0,2,28,0,0,178,30,4,13,110,0,89,388,33,33,587,254,0,0,0,0,0,255,2,0,1,372,2868,
41,Rajasthan,Tonk,38,235,0,2,56,0,0,69,16,6,14,135,0,102,549,17,22,786,385,40,0,0,0,0,327,0,0,1,802,4905,
42,Rajasthan,Udaipur,114,556,252,14,158,0,0,313,23,69,46,586,1,283,1332,130,167,2048,877,38,0,0,0,0,768,0,0,3,626,10186,
43,Rajasthan,Jaipur Metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,Rajasthan,SCRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,Rajasthan,SOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,22,
46,Rajasthan,SSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,Rajasthan,Jaipur Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
48,Rajasthan,Bhiwadi,58,251,0,3,37,0,0,167,5,0,3,243,0,169,1764,35,40,2031,188,104,0,0,0,0,449,0,0,0,250,7529,
1,Sikkim,Gangtok (East),2,16,2,2,3,0,0,5,1,1,0,24,0,4,16,0,4,53,18,1,0,0,0,0,1,0,1,2,2,223,
2,Sikkim,Mangan (North),1,7,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40,
3,Sikkim,Namchi (South),1,11,1,0,3,0,0,3,1,1,1,9,0,5,7,0,0,18,1,0,0,0,0,0,1,3,0,0,1,115,
4,Sikkim,Soreng (West),1,9,0,0,1,0,0,1,0,0,0,4,0,0,1,0,1,4,1,0,0,1,0,0,0,0,1,0,0,39,
5,Sikkim,Pakyong (East),1,15,2,0,3,0,0,3,2,0,0,1,0,2,3,0,0,7,2,0,0,0,0,0,0,0,0,0,4,92,
6,Sikkim,Gyalshing (West),3,1,0,0,0,0,0,2,0,0,0,3,0,1,1,0,0,4,1,2,0,0,0,0,0,0,0,0,1,40,
1,Tamil Nadu,Ariyalur,19,174,13,6,35,0,0,3,0,0,1,2,0,7,119,0,10,180,41,0,0,0,0,0,9,2,0,0,79,1775,
2,Tamil Nadu,Chennai,101,585,43,15,246,29,1,77,40,4,14,31,1,36,3230,71,395,4297,643,222,1,17,12,3,106,10,238,14,1881,15086,
3,Tamil Nadu,Coimbatore,39,794,111,10,34,0,0,21,0,0,0,11,0,13,273,52,80,631,46,11,0,0,0,0,19,0,0,0,677,4852,
4,Tamil Nadu,Coimbatore City,31,275,49,0,54,0,0,10,0,0,0,9,0,7,1103,37,172,1506,258,0,0,0,0,0,35,0,0,0,54,4542,
5,Tamil Nadu,Cuddalore,43,459,50,20,89,0,0,0,37,0,0,88,0,26,286,0,17,516,54,1,0,0,0,0,44,0,362,0,7755,15096,
6,Tamil Nadu,Dharmapuri,33,380,24,7,15,12,0,18,7,1,1,16,0,7,155,2,19,247,20,0,0,0,0,2,11,0,0,1,829,3407,
7,Tamil Nadu,Dindigul,71,639,26,3,57,15,0,23,10,2,1,29,0,6,257,55,64,525,99,9,0,0,0,0,58,8,192,1,856,5597,
8,Tamil Nadu,Erode,25,635,47,3,30,0,0,28,0,0,0,5,0,6,297,28,60,526,52,0,0,0,2,2,8,1,32,0,918,4677,
9,Tamil Nadu,Kanchipuram,18,289,37,1,53,0,0,2,0,0,0,4,0,3,99,13,51,231,19,0,0,0,0,0,0,0,0,0,147,1978,
10,Tamil Nadu,Kanyakumari,36,284,34,6,58,6,1,40,0,0,0,29,0,4,335,17,76,617,119,0,0,0,0,6,3,4,392,1,67,4409,
11,Tamil Nadu,Karur,14,376,39,3,16,0,0,5,2,0,0,4,0,5,134,14,23,214,51,0,0,0,0,0,18,2,148,0,97,2142,
12,Tamil Nadu,Krishnagiri,53,627,86,6,36,0,0,15,3,0,0,15,0,3,137,13,31,253,36,4,0,0,0,0,7,0,0,0,400,4109,
13,Tamil Nadu,Madurai,65,588,71,8,85,6,0,40,6,1,3,28,0,20,503,23,119,790,117,0,0,0,0,4,38,2,406,2,276,5165,
14,Tamil Nadu,Madurai City,35,192,35,1,96,16,0,2,35,0,0,17,0,13,470,24,148,771,152,0,0,0,0,0,85,0,351,1,60,4121,
15,Tamil Nadu,Nagapattinam,41,273,21,2,66,1,0,37,18,1,1,10,0,8,215,5,24,346,1,0,0,0,0,0,19,6,549,1,10,4477,
16,Tamil Nadu,Namakkal,29,520,46,3,32,0,0,37,0,0,0,3,0,6,118,0,29,234,27,0,0,0,0,0,5,0,0,0,383,3339,
17,Tamil Nadu,Nilgiris,7,40,2,5,6,0,0,10,0,0,0,2,0,4,67,0,4,134,23,0,0,0,0,0,5,0,0,2,211,1003,
18,Tamil Nadu,Perambalur,14,214,19,6,26,2,0,10,3,1,1,1,0,6,169,14,21,299,17,8,0,1,0,5,9,2,180,0,8,1542,
19,Tamil Nadu,Pudukottai,34,474,15,4,72,0,0,54,0,0,0,6,0,6,329,4,36,502,17,0,0,0,0,0,32,0,19,2,626,4991,
20,Tamil Nadu,Ramnathapuram,38,345,31,5,61,1,0,15,0,0,0,29,1,15,267,0,50,505,37,13,0,1,1,3,10,6,448,0,25,4011,
21,Tamil Nadu,Railway Chennai,6,0,0,0,3,0,0,4,0,0,0,0,0,0,1628,0,96,1730,4,0,0,0,0,0,0,0,4,0,3,1865,
22,Tamil Nadu,Railway Trichy,1,0,0,2,0,0,0,1,0,0,0,0,0,0,513,0,33,548,0,0,0,0,0,0,0,0,3,0,4,618,
23,Tamil Nadu,Salem,39,570,9,10,30,0,0,70,0,0,0,34,0,5,174,0,42,320,48,0,0,0,0,0,14,0,0,0,876,5651,
24,Tamil Nadu,Salem City,16,228,35,1,53,24,0,19,0,2,5,49,0,2,275,19,44,446,31,7,0,0,0,0,11,0,0,0,544,2675,
25,Tamil Nadu,Sivagangai,39,379,30,7,62,2,0,27,2,1,0,31,0,10,218,24,36,410,73,12,0,0,0,5,36,0,0,0,74,3561,
26,Tamil Nadu,Thanjavur,68,532,59,22,126,8,0,138,0,0,0,15,0,8,554,64,104,935,141,0,0,0,0,0,48,3,889,6,125,7749,
27,Tamil Nadu,Theni,53,312,19,10,56,11,1,32,0,2,7,7,0,10,179,25,47,345,98,0,0,0,0,27,65,0,202,0,104,4080,
28,Tamil Nadu,Thirunelveli,46,301,26,13,170,8,0,39,16,1,1,19,1,15,206,134,31,504,38,2,0,2,0,4,22,1,131,0,610,5117,
29,Tamil Nadu,Thirunelveli City,18,89,7,1,44,0,0,5,6,1,4,5,0,1,173,17,25,286,39,0,0,0,0,0,9,1,0,0,213,1317,
30,Tamil Nadu,Thiruvallur,19,335,39,9,52,1,0,11,2,0,1,2,0,11,163,6,37,322,85,8,0,0,0,0,22,0,21,0,603,2998,
31,Tamil Nadu,Thiruvannamalai,42,535,59,12,69,16,0,13,5,1,3,9,0,8,199,3,37,338,82,0,0,0,0,1,10,3,249,0,723,4501,
32,Tamil Nadu,Thiruvarur,21,205,9,2,32,0,0,13,0,0,0,7,0,9,96,32,19,210,15,2,0,0,0,0,13,2,7,3,614,2328,
33,Tamil Nadu,Thoothukudi,84,432,35,7,130,16,0,22,15,1,2,36,0,14,301,101,76,761,25,5,0,4,0,190,29,7,212,3,1267,5604,
34,Tamil Nadu,Tiruppur,36,704,17,3,19,2,0,18,0,0,0,9,0,8,315,28,93,644,58,4,0,0,0,0,13,0,0,0,34,4570,
35,Tamil Nadu,Tiruppur City,23,158,5,0,20,0,0,2,0,0,0,23,0,2,96,34,53,256,14,0,0,0,0,0,1,0,0,1,86,1768,
36,Tamil Nadu,Trichy,37,540,38,4,56,2,0,34,7,0,1,13,0,16,371,8,48,558,90,18,0,0,0,0,70,1,0,7,366,4830,
37,Tamil Nadu,Trichy City,22,151,30,6,23,10,0,9,4,1,1,8,0,5,268,88,39,474,66,11,0,0,0,0,19,3,77,0,95,2352,
38,Tamil Nadu,Vellore,24,307,0,8,32,3,0,7,1,1,4,6,0,2,156,3,24,253,14,3,0,2,2,2,19,2,20,1,101,2336,
39,Tamil Nadu,Villupuram,23,548,66,12,65,6,0,14,0,0,0,43,0,22,269,5,32,472,81,14,0,2,0,0,20,0,363,0,21,5433,
40,Tamil Nadu,Virudhunagar,58,485,25,2,41,8,0,18,8,1,4,11,0,17,295,16,50,570,64,15,0,0,0,6,20,1,1,0,724,4076,
41,Tamil Nadu,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,Tamil Nadu,Other Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,
43,Tamil Nadu,Chengalpattu,32,404,26,1,29,0,1,3,0,0,0,1,0,8,155,14,44,291,39,0,0,0,0,0,2,0,0,2,0,2880,
44,Tamil Nadu,Kallakurichi,24,271,8,5,44,2,0,38,0,0,0,25,0,8,124,2,12,198,46,10,0,0,0,0,18,0,600,0,14,3510,
45,Tamil Nadu,Ranipet,25,259,38,3,14,0,0,4,2,3,4,1,0,0,87,0,26,166,19,8,0,0,0,0,3,0,0,0,398,1763,
46,Tamil Nadu,Tiruppattur,22,198,18,3,15,1,1,14,0,0,1,9,0,4,147,2,26,251,66,8,0,0,0,0,4,1,11,4,94,1969,
47,Tamil Nadu,Tenkasi,41,262,14,10,83,18,0,34,13,3,5,12,0,8,366,35,31,597,49,0,0,7,0,5,14,2,284,1,687,4603,
48,Tamil Nadu,Avadi,63,372,34,15,93,7,0,3,1,0,1,12,0,10,816,40,46,1254,99,12,0,0,1,2,18,2,60,3,420,4801,
49,Tamil Nadu,Tambaram,62,485,30,7,95,4,0,6,0,0,0,11,0,17,1101,52,125,1543,186,18,0,3,0,21,22,4,0,2,255,4635,
1,Telangana,Cyberabad Commissionerate,106,908,95,77,124,3,1,142,59,10,252,613,148,124,2902,54,108,3737,5777,17,146,8,0,58,1206,84,377,107,422,22000,
2,Telangana,Hyderabad Commissionerate,79,332,66,47,236,19,0,147,64,20,211,609,9,104,2995,158,112,3853,3414,15,246,37,3,28,1577,57,427,207,305,20668,
3,Telangana,Karimnagar Commissionerate,24,201,16,34,41,0,0,53,41,2,50,42,0,10,156,29,4,301,533,0,0,0,0,0,236,0,34,6,406,3561,
4,Telangana,Khammam Commissionerate,25,195,12,35,45,10,0,54,51,2,46,93,0,18,385,7,9,623,341,12,239,2,0,6,278,10,347,17,930,5419,
5,Telangana,Nizamabad Commissionerate,58,316,56,21,77,3,1,61,22,11,61,82,0,17,787,33,15,1111,507,0,24,5,0,4,347,13,110,52,158,5097,
6,Telangana,Rachakonda Commissionerate,64,728,126,74,130,0,0,888,0,0,0,392,0,172,2246,360,130,3629,4062,0,0,0,0,0,1704,0,188,255,3106,22634,
7,Telangana,Ramagundam Commissionerate,56,303,5,41,63,6,0,42,42,9,113,68,0,11,358,21,5,611,445,3,0,5,0,0,589,13,773,13,131,5265,
8,Telangana,Siddipet Commissionerate,23,281,14,8,22,0,0,18,23,3,63,47,0,23,424,8,6,649,222,0,0,5,0,0,291,3,88,8,199,4033,
9,Telangana,Warangal Commissionerate,41,408,26,59,86,2,1,62,51,13,120,195,9,50,558,0,16,804,1500,0,0,0,0,0,577,26,0,31,2246,8956,
10,Telangana,Adilabad,12,141,17,16,33,1,1,34,8,2,23,21,2,17,138,2,3,198,133,0,184,4,0,3,149,2,10,13,210,1951,
11,Telangana,Bhadradri Kothagudem,25,229,13,29,37,2,1,44,33,3,42,101,0,24,335,8,9,531,293,0,110,1,0,0,378,1,317,7,691,4249,
12,Telangana,Jagityal,30,192,16,10,79,0,0,106,0,6,59,32,1,9,247,0,26,359,272,0,22,0,0,1,262,0,0,0,749,3699,
13,Telangana,Jayashankar Bhupalpalli,13,71,0,6,26,0,0,3,23,1,40,37,0,5,47,8,1,88,129,0,0,0,0,0,86,0,0,0,453,1636,
14,Telangana,Jogulamba Gadwal,20,137,16,9,18,0,0,37,2,0,8,14,0,6,227,0,3,278,132,0,50,0,0,2,47,1,5,1,43,1347,
15,Telangana,Kamareddy ,40,243,31,10,15,0,0,24,18,3,33,7,0,9,441,13,13,678,309,0,10,1,0,5,196,3,65,14,170,3561,
16,Telangana,Kumaram Bheem Asifabad,14,63,1,8,12,1,0,4,7,1,6,42,0,17,74,2,2,139,298,0,294,0,0,11,69,1,102,5,28,1443,
17,Telangana,Mahabubabad,28,137,3,17,48,4,0,38,16,5,30,69,0,23,112,0,2,210,267,0,126,0,0,0,199,1,106,20,82,2421,
18,Telangana,Mahabubnagar,21,222,46,14,19,0,0,37,36,0,26,88,0,11,223,0,6,333,201,0,0,5,0,0,151,6,0,3,610,2867,
19,Telangana,Medak,32,256,19,10,36,0,0,42,15,3,8,40,2,5,260,3,12,433,196,0,0,0,0,0,147,0,1,6,357,2594,
20,Telangana,Nagarkurnool,26,171,1,18,24,1,0,67,11,4,27,51,0,14,147,11,4,264,172,0,16,0,0,0,121,15,1,22,236,2420,
21,Telangana,Nalgonda,35,326,66,21,59,4,0,59,45,5,89,71,0,31,327,20,1,550,452,26,0,0,0,0,273,0,25,54,1850,5785,
22,Telangana,Nirmal,15,128,0,16,53,14,0,13,14,2,15,34,0,8,118,23,3,235,93,0,2,0,0,4,113,7,119,0,85,1642,
23,Telangana,Rajanna Siricilla,17,95,95,7,52,0,1,27,14,2,38,24,0,21,90,0,8,177,256,0,0,0,0,0,167,0,121,5,629,2460,
24,Telangana,Sangareddy,45,434,121,7,46,0,0,19,13,4,27,30,0,24,508,0,9,750,73,0,59,0,0,0,189,0,8,4,779,3828,
25,Telangana,Suryapet,27,234,32,11,53,10,0,80,31,16,80,48,0,23,305,21,0,453,500,0,58,2,0,12,352,21,308,56,1415,5654,
26,Telangana,Vikarabad,30,172,0,14,38,5,0,32,11,1,12,53,0,18,158,10,2,259,57,0,45,0,0,0,126,0,56,4,336,2382,
27,Telangana,Wanaparthy,13,118,11,6,11,0,0,5,13,0,14,26,0,7,138,2,1,197,118,0,0,0,0,0,63,0,1,11,88,1155,
28,Telangana,Railway Police Secunderabad,1,0,0,0,0,0,0,1,2,0,0,6,0,0,804,0,6,810,3,0,0,0,0,0,0,0,0,3,35,869,
29,Telangana,Mulug,7,93,11,7,7,1,0,9,10,1,13,19,0,7,105,4,1,145,59,9,0,0,0,0,65,0,7,6,116,978,
30,Telangana,Narayanpet,10,99,0,4,10,0,0,24,10,1,6,27,0,6,58,0,4,122,95,41,0,0,0,0,38,0,0,0,391,1275,
1,Tripura,Dhalai,17,17,0,2,17,0,0,3,1,5,0,8,0,8,15,0,0,31,2,1,0,0,0,0,30,0,19,0,0,278,
2,Tripura,Gomati,7,26,0,1,5,0,0,7,0,0,0,10,0,11,35,3,0,50,12,2,0,1,0,0,69,0,28,1,21,421,
3,Tripura,GRP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,
4,Tripura,Kowai,11,21,2,2,7,0,0,3,0,0,0,5,0,5,12,1,1,20,7,4,0,0,0,0,8,0,0,0,14,241,
5,Tripura,North,18,24,22,1,28,0,0,23,0,0,0,15,1,10,38,0,2,80,24,0,0,0,0,0,40,0,0,0,44,447,
6,Tripura,Sipahijala,12,31,0,3,4,0,0,2,0,4,1,14,0,7,41,1,2,63,17,8,0,0,0,0,41,0,0,0,26,512,
7,Tripura,South,15,31,30,4,12,0,0,12,1,1,0,12,0,5,8,0,0,15,9,3,0,0,0,1,37,0,1,0,6,303,
8,Tripura,Unakoti,6,16,14,0,13,0,0,7,1,1,1,14,0,7,17,0,0,26,27,0,0,0,0,0,50,0,0,0,40,355,
9,Tripura,West,23,74,43,2,59,0,0,4,7,2,0,26,0,9,132,10,1,198,58,13,0,1,0,5,63,1,18,1,38,1086,
1,Uttar Pradesh,Agra,80,1089,1089,5,114,0,2,0,256,47,18,224,0,98,1961,80,70,2584,427,32,7,0,0,0,775,0,1312,4,62,11515,
2,Uttar Pradesh,Aligarh,98,580,0,47,219,1,8,0,386,191,15,653,0,57,1321,55,243,2158,0,0,0,17,0,1,919,21,2517,0,891,11197,
3,Uttar Pradesh,Prayagraj,100,1438,0,36,95,0,1,0,199,157,17,404,0,106,1564,16,48,2507,479,0,0,0,0,0,947,0,5032,0,93,13699,
4,Uttar Pradesh,Ambedkar Nagar,43,162,162,0,13,0,0,128,0,0,0,174,0,66,347,7,16,534,65,45,0,6,0,0,21,9,12,0,700,3654,
5,Uttar Pradesh,Amethi,35,183,0,0,39,0,0,38,9,0,0,91,0,35,246,0,18,382,76,0,0,0,0,0,134,0,12,0,0,3258,
6,Uttar Pradesh,Auraiya,29,194,0,5,43,0,0,0,74,18,0,133,0,14,286,14,13,420,86,0,0,0,0,0,263,0,341,0,96,3330,
7,Uttar Pradesh,Azamgarh,46,371,371,4,77,0,0,210,26,45,12,404,0,77,510,0,19,806,21,62,0,0,0,0,353,0,131,0,4248,7846,
8,Uttar Pradesh,Badaun,56,334,334,25,79,0,0,0,208,0,0,115,0,61,342,17,15,570,95,0,0,6,0,8,539,3,60,0,2496,5856,
9,Uttar Pradesh,Baghpat,49,151,0,0,117,0,0,26,9,32,4,297,0,26,451,0,16,594,0,0,0,0,0,0,82,0,794,0,863,3792,
10,Uttar Pradesh,Bahraich,57,294,0,40,20,0,0,266,0,49,8,481,0,40,447,13,11,769,56,140,1,0,0,0,30,4,3062,19,0,8050,
11,Uttar Pradesh,Ballia,40,213,209,10,25,0,0,60,14,16,2,226,0,30,360,0,8,635,65,52,1,2,0,0,167,0,1502,3,53,4075,
12,Uttar Pradesh,Balrampur,23,133,131,11,12,0,0,44,44,7,1,195,0,65,133,8,7,220,56,57,0,1,0,0,24,0,836,0,183,2232,
13,Uttar Pradesh,Banda,57,238,238,22,29,1,0,103,18,24,2,207,0,34,230,48,17,453,68,0,1,4,0,12,198,1,11,1,1166,4326,
14,Uttar Pradesh,Barabanki,43,402,400,19,21,0,0,54,25,10,6,416,0,23,188,16,7,347,101,130,0,8,2,13,35,2,1802,0,21,7563,
15,Uttar Pradesh,Bareilly,86,560,550,47,140,1,1,0,272,49,11,504,2,27,1133,145,28,1631,415,0,0,0,0,0,1155,0,0,0,3274,9913,
16,Uttar Pradesh,Basti,32,194,194,13,10,0,0,0,40,18,11,213,0,85,231,0,16,473,130,0,0,0,0,0,0,0,2612,2,0,4292,
17,Uttar Pradesh,Bijnor,48,358,358,20,43,0,0,48,15,44,6,22,0,27,383,9,18,564,0,0,0,0,0,0,527,0,747,0,97,4685,
18,Uttar Pradesh,Bulandshahar,56,555,388,27,45,1,0,35,29,21,11,144,0,49,1022,13,21,1431,152,71,0,22,1,0,691,2,75,4,201,7796,
19,Uttar Pradesh,Chandoli,24,142,137,10,12,0,0,17,11,19,1,40,0,20,191,2,6,305,49,15,0,6,0,0,99,5,545,0,247,2087,
20,Uttar Pradesh,Chitrakoot,20,136,136,6,7,0,0,0,43,5,1,43,0,21,100,0,4,178,35,0,0,9,0,0,30,0,0,0,180,1180,
21,Uttar Pradesh,Deoria,27,589,589,0,54,0,0,13,0,0,0,26,0,13,232,0,5,362,0,107,0,0,0,0,19,0,0,0,0,3628,
22,Uttar Pradesh,Etah,31,290,0,15,156,0,0,0,66,32,0,58,0,11,276,17,21,451,226,0,0,0,0,0,81,0,17,6,72,4437,
23,Uttar Pradesh,Etawah,48,290,290,12,23,0,0,0,15,14,2,118,0,19,372,2,11,468,114,0,0,2,0,0,98,2,402,0,11,3203,
24,Uttar Pradesh,Ayodhya,46,303,295,7,24,0,0,94,10,20,5,350,0,52,412,11,6,620,9,156,0,8,0,1,10,6,2051,0,78,4801,
25,Uttar Pradesh,Fatehgarh,51,173,173,3,52,0,1,0,38,0,0,174,0,38,154,0,27,250,79,0,0,0,0,0,153,0,0,0,1509,3306,
26,Uttar Pradesh,Fatehpur,32,391,290,4,27,0,0,0,116,49,10,151,0,24,309,0,12,495,22,35,0,0,0,0,182,2,276,0,966,3801,
27,Uttar Pradesh,Firozabad,89,350,343,57,80,1,2,0,372,37,10,639,2,133,861,53,31,1462,0,0,0,7,0,0,419,5,0,0,2761,8585,
28,Uttar Pradesh,GRP,16,0,0,6,6,0,0,20,15,0,0,16,3,5,4387,1,114,4748,19,0,1,0,0,0,0,0,5,0,351,5264,
29,Uttar Pradesh,Gautambudh Nagar,53,363,257,12,70,1,1,0,79,0,0,449,0,29,2492,8,39,2972,136,189,0,0,0,0,293,0,34,2,2371,8230,
30,Uttar Pradesh,Ghaziabad,107,359,343,55,116,3,2,3,143,10,25,124,1,103,4048,58,82,5787,432,394,1,11,9,7,846,13,602,1,248,14704,
31,Uttar Pradesh,Ghazipur,40,189,189,3,51,0,1,0,190,60,8,155,0,25,408,11,22,651,101,0,0,9,0,0,247,0,1633,0,511,4779,
32,Uttar Pradesh,Gonda,30,290,290,0,35,0,0,74,6,13,1,292,0,27,268,0,10,424,186,0,0,0,0,0,29,0,0,0,2828,4943,
33,Uttar Pradesh,Gorakhpur,71,604,564,24,101,0,0,142,114,24,9,169,0,107,990,0,42,1521,210,355,0,0,0,0,664,0,2020,0,4831,12042,
34,Uttar Pradesh,Hamirpur,20,180,0,15,16,0,0,79,2,21,2,64,0,17,121,0,10,224,41,0,0,0,0,0,133,0,100,0,167,2718,
35,Uttar Pradesh,Hapur,33,187,0,14,48,0,1,38,0,21,21,323,0,25,463,0,10,625,108,0,0,0,0,0,289,0,699,0,86,3720,
36,Uttar Pradesh,Hardoi,41,477,477,33,38,0,0,0,144,22,9,133,0,47,225,8,11,399,118,30,0,5,0,0,173,9,416,0,0,7382,
37,Uttar Pradesh,Hathras,37,196,195,11,37,0,1,92,25,34,6,242,0,41,352,10,26,515,22,30,0,3,0,0,123,1,1,1,1198,3086,
38,Uttar Pradesh,Jalaun,19,161,160,11,23,1,0,0,39,7,6,142,0,18,210,0,10,301,35,7,0,7,0,0,97,0,466,0,85,1891,
39,Uttar Pradesh,Jaunpur,48,218,214,9,49,1,1,147,0,7,5,201,0,120,449,8,15,616,97,0,0,2,0,0,170,3,75,0,3530,5706,
40,Uttar Pradesh,Jhansi,35,288,288,29,24,0,0,102,0,6,4,85,0,43,280,29,7,573,67,18,0,0,0,0,260,0,319,0,544,4172,
41,Uttar Pradesh,Kannauj,58,217,217,9,44,0,1,97,0,33,2,349,0,43,225,0,6,329,8,15,0,0,0,0,471,0,0,1,1016,3048,
42,Uttar Pradesh,Kanpur Dehat,33,284,204,5,10,0,0,77,0,8,1,151,0,10,224,17,16,345,45,20,0,0,0,0,312,0,466,2,582,3668,
43,Uttar Pradesh,Kanpur Commissionarate,81,575,0,0,52,0,2,0,240,93,25,341,0,86,1235,62,16,1805,451,0,0,7,0,0,1075,0,1091,1,4427,11721,
44,Uttar Pradesh,Kasganj,37,0,0,1,48,0,0,0,120,69,8,224,0,50,224,0,11,437,37,42,0,0,122,0,114,0,255,0,1032,2925,
45,Uttar Pradesh,Kaushambi,34,190,190,0,20,0,1,0,28,16,4,144,0,45,159,0,15,287,33,0,0,0,0,0,68,0,0,0,1599,2800,
46,Uttar Pradesh,Khiri,73,549,249,0,47,0,0,96,0,0,0,407,0,94,257,0,25,446,59,104,0,0,0,0,274,0,0,0,6147,9100,
47,Uttar Pradesh,Kushi Nagar,39,389,374,8,36,0,0,0,75,7,7,466,0,21,397,0,8,716,36,59,0,0,0,0,98,0,780,0,0,5623,
48,Uttar Pradesh,Lalitpur,13,125,0,17,19,0,0,0,43,6,3,42,0,27,130,24,3,191,0,0,0,3,0,0,38,4,356,0,384,1752,
49,Uttar Pradesh,Lucknow Commissionarate,131,361,355,44,158,0,0,293,0,50,35,293,0,156,2626,13,143,5283,1844,257,0,0,0,0,1038,0,1988,0,248,15115,
50,Uttar Pradesh,Maharajganj,21,273,0,8,5,0,0,20,2,1,0,11,1,22,182,1,4,403,19,55,0,2,0,0,176,0,863,0,710,3050,
51,Uttar Pradesh,Mahoba,8,116,116,14,20,0,0,42,15,3,0,62,0,13,101,0,8,184,31,0,0,3,0,0,12,0,239,0,5,1269,
52,Uttar Pradesh,Mainpuri,40,323,323,12,120,0,0,0,105,0,0,236,0,23,334,12,22,491,0,0,0,5,0,0,189,0,116,0,60,3644,
53,Uttar Pradesh,Mathura,84,484,483,17,119,0,0,201,28,106,16,397,0,87,1822,17,117,2268,0,0,0,0,0,0,373,0,0,2,3303,9001,
54,Uttar Pradesh,Mau,25,154,154,1,43,0,0,59,6,13,1,155,0,46,287,0,27,434,51,53,0,0,0,0,20,0,608,0,12,3699,
55,Uttar Pradesh,Meerut,97,323,323,28,126,0,0,0,84,25,15,500,0,103,1889,48,46,2715,0,402,2,9,0,21,613,21,968,0,649,9628,
56,Uttar Pradesh,Mirzapur,26,265,258,10,17,0,0,0,33,0,0,54,0,19,226,2,4,370,18,30,0,1,0,0,106,0,326,0,337,2062,
57,Uttar Pradesh,Moradabad,36,201,111,10,30,0,0,87,0,21,0,72,0,23,706,4,9,828,0,0,0,0,0,0,399,9,0,0,0,4757,
